status_id,text,datetime,images,links,embed_links
1830555032539861496,Fútbol. /,"1:35 PM · Sep 2, 2024",['https://pbs.twimg.com/media/GWdwGKtXcAAug8p?format=jpg&name=900x900'],[],[]
1835716130796712118,Mañana es Champions League? Okay!!,"7:23 PM · Sep 16, 2024",['https://pbs.twimg.com/media/GXnGFw9WYAEt6YT?format=jpg&name=medium'],[],[]
1837834780487925834,,"3:42 PM · Sep 22, 2024","['https://pbs.twimg.com/media/GYFM_WdWMAALocA?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GYFM_WeXUAAvsE3?format=jpg&name=360x360']",[],[]
1840103410638729334,Vini JR X Cactus Jack,"9:56 PM · Sep 28, 2024","['https://pbs.twimg.com/media/GYlcTCYXIAASMng?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GYlcTCUXkAAhQ4i?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GYlcTCTWQAAPpm5?format=jpg&name=360x360']",[],[]
1840526219042820540,,"1:57 AM · Sep 30, 2024",['https://pbs.twimg.com/media/GYrc1qXXMAIrkQl?format=jpg&name=900x900'],[],[]
